title,year,genres,avg rating,rating,tags
Alien,1979,Horror,3.97,4.0|5.0|4.0|4.0|4.0|1.5|4.0|3.5|4.0|5.0|0.5|4.0|5.0|4.5|2.5|4.0|4.0|2.0|4.5|4.0|5.0|3.5|3.0|5.0|4.0|5.0|4.5|4.0|5.0|4.5|4.0|5.0|4.0|3.0|5.0|2.0|4.0|2.0|5.0|2.5|4.5|4.0|4.0|4.0|4.5|2.0|4.0|3.5|4.0|4.5|3.0|5.0|4.0|4.5|3.5|4.0|5.0|5.0|4.0|4.5|4.0|2.0|4.0|4.0|5.0|3.0|4.0|3.0|4.0|3.0|5.0|4.0|4.0|2.0|4.0|4.0|4.0|4.5|3.5|4.0|4.0|1.0|5.0|5.0|4.0|3.0|4.0|5.0|5.0|5.0|5.0|5.0|4.0|4.0|3.0|4.0|4.0|5.0|4.0|3.5|4.0|5.0|4.5|3.0|4.0|3.0|5.0|5.0|4.0|4.5|5.0|4.0|1.5|4.0|2.0|5.0|4.5|2.5|4.0|5.0|5.0|3.0|5.0|5.0|4.0|5.0|3.5|4.5|4.5|3.5|2.0|4.0|4.5|4.0|4.0|4.5|4.0|4.0|5.0|5.0|2.5|5.0|4.0|3.0|4.0|4.5,aliens
Being There,1979,Comedy,3.95,2.5|5.0|4.0|3.0|3.0|3.0|4.5|3.0|5.0|5.0|3.0|4.5|5.0|4.0|3.5|5.0|4.0|5.0|3.0|4.0,television
"Warriors, The",1979,Action,3.94,4.0|4.0|4.0|4.5|4.0|3.0|5.0|3.0,N/A
Monty Python's Life of Brian,1979,Comedy,3.93,5.0|5.0|4.5|3.5|3.5|3.0|4.0|3.5|4.0|3.5|5.0|4.0|4.5|1.0|4.0|5.0|4.0|2.5|3.5|3.0|5.0|2.0|4.0|5.0|4.5|4.0|4.5|3.0|2.0|4.5|4.0|5.0|5.0|3.5|4.5|4.0|5.0|3.5|1.0|3.5|1.0|4.0|5.0|5.0|0.5|4.5|4.0|5.0|5.0|5.0|4.0|2.0|5.0|4.0|4.0|4.5|4.0|4.5|3.0|4.0|5.0|5.0|4.5|2.0|3.5|5.0|5.0|5.0|5.0|3.0|4.0|4.5|5.0|4.5|3.5|4.5|3.0|4.0|4.5|2.0|4.0|3.5|4.5|5.0|4.0|4.5|4.0|2.0|4.0,parody|bible|religion
Kramer vs. Kramer,1979,Drama,3.89,3.5|4.0|4.0|5.0|3.5|3.5|4.0|3.0|4.5|2.5|4.0|5.0|4.0|4.0,divorce
Escape from Alcatraz,1979,Drama,3.79,3.5|3.5|4.0|4.0|3.0|4.0|4.5,N/A
Time After Time,1979,Sci-Fi,3.75,3.5|3.5|4.0|4.0,N/A
"China Syndrome, The",1979,Drama,3.7,3.5|4.0|4.0|3.5|3.5,N/A
"Tin Drum, The (Blechtrommel, Die)",1979,Drama,3.67,3.5|3.5|4.0,N/A
"Great Santini, The",1979,Drama,3.67,4.0|3.0|4.0,fatherhood
Stalker,1979,Drama,3.63,5.0|4.0|2.0|2.5|3.5|5.0|3.0|4.0,N/A
"Tinker, Tailor, Soldier, Spy",1979,Drama,3.63,3.0|3.5|4.0|4.0,N/A
"Muppet Movie, The",1979,Adventure,3.59,5.0|5.0|4.0|3.5|4.0|4.0|3.5|3.5|4.5|3.0|4.0|3.0|3.0|4.0|4.0|1.0|3.0|3.5|1.0|4.0|4.0|4.0|4.0|3.0|4.0|2.0|4.0|5.0|4.5|4.0|3.5|3.0|3.0,N/A
Norma Rae,1979,Drama,3.5,4.0|3.0,union
"Black Stallion, The",1979,Adventure,3.5,4.0|3.0|3.5,horses
Mad Max,1979,Action,3.49,5.0|3.5|3.5|3.5|2.5|3.0|5.0|4.5|1.5|3.5|3.5|3.0|3.0|2.0|4.0|2.0|5.0|4.0|4.0|3.5|3.5|3.0|5.0|4.0|4.0|4.0|4.0|3.0|2.0|3.0|2.5|2.0|4.0|4.0|4.5|3.0|3.5|4.0,N/A
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro),1979,Action,3.4,3.5|1.5|3.5|4.5|4.0,N/A
10,1979,Comedy,3.38,3.5|2.0|4.5|3.5,N/A
"Jerk, The",1979,Comedy,3.37,4.0|3.5|4.0|3.0|2.0|3.5|2.0|3.0|4.0|1.5|3.0|3.0|4.0|3.0|3.0|3.0|3.0|5.0|3.0|3.0|3.0|4.0|3.5|4.0|4.5|5.0|3.5,N/A
Woyzeck,1979,Drama,3.25,3.0|3.5,N/A
Meatballs,1979,Comedy,3.22,3.0|3.0|5.0|4.0|4.0|2.0|1.0|5.0|2.0,camp
Rocky II,1979,Action,3.19,4.0|3.0|4.0|5.0|3.0|3.5|3.0|3.0|5.0|1.0|3.0|4.0|2.0|4.0|3.0|2.0|2.0|3.0|4.5|0.5|4.0|4.0|4.0|3.0|3.0|2.5,N/A
...And Justice for All,1979,Drama,3.17,4.0|3.0|2.5,lawyers
Hair,1979,Comedy,3.17,3.0|3.0|3.5,N/A
Moonraker,1979,Action,3.13,4.5|3.5|2.0|2.0|3.5|1.0|4.0|4.0|3.0|4.5|4.0|3.5|4.0|2.0|3.0|4.0|3.5|3.0|2.0|3.0|3.0|3.0|3.0|5.0|2.5|1.0,N/A
Star Trek: The Motion Picture,1979,Adventure,3.04,3.0|4.0|3.0|4.0|3.0|5.0|2.0|3.0|1.0|2.0|4.0|4.0|2.5|3.0|4.0|3.0|4.0|4.0|4.0|4.0|2.0|3.0|3.0|3.0|3.5|4.5|3.0|3.0|1.0|2.0|3.0|2.0|3.0|3.0|2.0|2.0|0.5|4.0|4.0|3.0|3.0|4.0|2.5|3.0|3.5,N/A
"Champ, The",1979,Drama,3,3,N/A
North Dallas Forty,1979,Comedy,3,4.0|4.0|3.0|2.0|2.0,N/A
Real Life,1979,Comedy,3,3,N/A
Quadrophenia,1979,Drama,3,4.0|2.0,N/A
"Brood, The",1979,Horror,3,3,N/A
More American Graffiti,1979,Comedy,3,3,N/A
Camera Buff (Amator),1979,Drama,3,3,N/A
"Fearless Hyena, The (Xiao quan guai zhao)",1979,Action,3,3.0|3.0,N/A
Phantasm,1979,Horror,2.89,2.0|1.0|5.0|3.0|2.0|4.0|1.0|4.0|2.5|5.0|2.0|2.0|3.0|4.0,N/A
"Apple Dumpling Gang Rides Again, The",1979,Children,2.88,3.0|3.0|2.5|3.0,N/A
"Clonus Horror, The",1979,Horror,2.75,4.5|1.0,N/A
1941,1979,Comedy,2.67,2.5|3.5|2.0,N/A
"Amityville Horror, The",1979,Drama,2.63,3.0|1.0|3.5|3.0|2.0|3.0|1.5|2.0|0.5|2.0|3.0|3.0|5.0|2.0|5.0,N/A
"Black Hole, The",1979,Children,2.61,2.0|1.0|3.5|2.0|3.0|4.0|3.0|4.0|1.0,N/A
When a Stranger Calls,1979,Horror,2.5,3.0|2.0,N/A
Going in Style,1979,Comedy,2.5,2.5,N/A
"Frisco Kid, The",1979,Comedy,2.5,2.5,N/A
Buck Rogers in the 25th Century,1979,Sci-Fi,2.5,2.5,N/A
Beyond the Poseidon Adventure,1979,Adventure,2,2.0|1.0|3.0,N/A
Ffolkes,1979,Action,2,2,N/A
Meteor,1979,Sci-Fi,1.83,0.5|2.0|3.0,N/A
Americathon,1979,Comedy,1.5,1.5,N/A
Caligula,1979,Drama,1,1,N/A
Captain America,1979,Action,0.5,0.5,N/A
Captain America II: Death Too Soon,1979,Action,0.5,0.5,N/A
Seems Like Old Times,1980,Comedy,5,5,N/A
Shogun Assassin,1980,Action,5,5,N/A
Alien Contamination,1980,Action,5,5,N/A
The Adventures of Sherlock Holmes and Doctor Watson,1980,(no genres listed),5,5,N/A
The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers,1980,Crime,5,5,N/A
Vacations in Prostokvashino,1980,Animation,5,5,N/A
"Stunt Man, The",1980,Action,4.5,5.0|5.0|3.5,N/A
Hangar 18,1980,Action,4.5,5.0|4.0,N/A
The Taming of the Scoundrel,1980,Comedy,4.5,4.5,N/A
The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger,1980,(no genres listed),4.5,4.5,N/A
"Big Red One, The",1980,Action,4.25,4.5|4.0,N/A
Star Wars: Episode V - The Empire Strikes Back,1980,Action,4.22,5.0|5.0|4.0|5.0|3.0|5.0|4.0|4.0|4.5|4.0|4.0|5.0|4.0|4.0|5.0|3.0|5.0|5.0|4.0|4.0|4.0|4.5|5.0|3.5|4.0|5.0|5.0|4.5|4.5|4.0|5.0|5.0|4.0|4.0|4.0|4.5|5.0|4.5|5.0|5.0|4.0|5.0|4.0|4.5|4.0|4.0|2.5|2.0|4.0|4.0|3.0|3.0|2.0|0.5|4.0|4.0|4.0|4.5|4.5|4.0|3.0|4.0|3.0|4.0|5.0|4.0|4.5|4.0|5.0|3.5|5.0|5.0|5.0|5.0|4.5|3.5|4.5|5.0|4.5|5.0|4.0|5.0|4.0|4.0|3.5|4.5|5.0|5.0|4.0|5.0|4.5|3.5|5.0|4.0|4.0|4.0|3.5|5.0|5.0|5.0|5.0|4.5|5.0|5.0|4.5|5.0|4.0|4.0|4.0|5.0|5.0|5.0|3.0|2.5|5.0|4.0|3.0|4.5|4.0|5.0|5.0|4.5|4.0|5.0|3.0|5.0|4.0|4.0|4.5|4.5|1.5|4.0|4.0|3.0|4.0|2.5|4.0|5.0|4.0|5.0|3.5|5.0|3.0|5.0|4.5|5.0|5.0|5.0|4.0|4.0|5.0|2.0|3.0|3.5|3.5|5.0|5.0|4.0|5.0|5.0|4.0|2.5|5.0|3.0|2.5|5.0|5.0|5.0|5.0|5.0|4.5|5.0|5.0|4.0|3.5|5.0|4.5|5.0|4.5|5.0|4.5|5.0|3.5|2.0|5.0|5.0|5.0|3.0|4.0|5.0|3.0|2.0|4.0|3.0|5.0|5.0|3.0|4.0|4.0|4.5|5.0|5.0|3.5|5.0|5.0|4.0|3.0|4.5|3.0|4.0|5.0,i am your father|sequel|sci-fi|music|classic|original plot|george lucas|space opera|harrison ford|space
Raging Bull,1980,Drama,4.19,4.5|4.0|2.0|4.0|5.0|5.0|4.0|4.5|4.5|3.0|4.5|4.0|4.0|3.5|5.0|5.0|3.0|3.5|3.5|3.0|5.0|3.0|4.0|4.0|5.0|5.0|5.0|4.0|5.0|5.0|5.0|3.0|4.0|4.0|5.0|3.5|5.0|3.5|5.0|5.0,boxing
Kagemusha,1980,Drama,4.13,4.5|4.5|3.5|4.0,N/A
"Shining, The",1980,Horror,4.08,3.0|4.0|2.0|5.0|5.0|5.0|5.0|4.0|4.0|3.5|4.0|3.5|5.0|3.5|4.0|5.0|4.0|4.5|5.0|4.0|4.0|4.0|3.5|3.0|2.5|4.0|4.0|4.5|4.5|3.0|4.0|2.0|5.0|4.0|3.5|4.0|4.0|3.5|5.0|3.5|4.5|5.0|4.0|4.5|3.0|4.0|4.0|4.0|2.0|5.0|3.5|4.0|5.0|5.0|2.5|4.0|5.0|4.0|3.5|3.5|5.0|3.5|5.0|5.0|5.0|4.0|5.0|4.0|4.0|4.0|4.0|4.0|4.0|4.0|4.5|5.0|4.5|4.0|5.0|4.5|3.0|5.0|4.0|2.5|5.0|4.0|4.5|5.0|3.5|4.0|4.0|4.0|2.5|4.0|5.0|4.5|5.0|4.5|4.0|3.0|5.0|4.0|3.5|3.5|3.0|4.5|5.0|4.0|5.0,stephen king|masterpiece|atmospheric|suspense|disturbing|stanley kubrick|jack nicholson|psychological|horror
"Elephant Man, The",1980,Drama,4.03,4.5|3.5|4.0|3.0|4.0|3.0|4.0|4.0|4.0|5.0|4.0|4.5|5.0|4.0|4.0|4.0|4.0,freaks
Ordinary People,1980,Drama,4,5.0|3.0|4.0|3.5|4.0|4.0|5.0|3.0|2.5|5.0|5.0|4.0,N/A
Melvin and Howard,1980,Drama,4,4.0|4.0|4.0,N/A
Raise the Titanic,1980,Drama,4,4,N/A
The Idolmaker,1980,Drama,4,4,N/A
"Battle Creek Brawl (Big Brawl, The)",1980,Action,4,4,N/A
Brubaker,1980,Crime,4,4,N/A
"Last Metro, The (Dernier métro, Le)",1980,Drama,4,4,N/A
Hopscotch,1980,Comedy,4,4.0|4.0|4.0,N/A
Rude Boy,1980,Documentary,4,4,N/A
Running Scared,1980,Action,4,4,N/A
Stir Crazy,1980,Comedy,4,4.0|3.0|5.0,N/A
Tom Horn,1980,Western,4,4,N/A
Little Miss Marker,1980,Comedy,4,4,N/A
Breaker Morant,1980,Drama,3.93,4.0|5.0|3.5|3.0|4.0|4.0|4.0,court
"Gods Must Be Crazy, The",1980,Adventure,3.89,5.0|5.0|3.0|5.0|3.0|4.0|4.0|2.5|4.0|5.0|3.0|5.0|3.0|3.0|5.0|4.0|5.0|3.0|4.0|5.0|4.0|4.0|2.5|2.0|4.0|5.0|4.0|3.0,N/A
My Bodyguard,1980,Drama,3.86,3.0|5.0|4.0|3.0|3.0|5.0|4.0,N/A
Airplane!,1980,Comedy,3.86,5.0|2.0|5.0|4.0|2.5|4.0|5.0|4.0|4.0|4.0|5.0|3.0|2.5|4.5|3.5|1.0|4.0|5.0|3.5|4.0|4.0|4.5|3.0|3.0|5.0|4.0|5.0|4.5|4.5|5.0|4.0|3.0|5.0|3.5|3.5|1.0|3.0|4.0|5.0|3.5|3.0|1.0|4.0|4.0|3.0|5.0|5.0|2.0|3.0|5.0|4.0|3.5|4.0|4.0|5.0|4.0|3.5|3.0|5.0|4.0|3.5|5.0|5.0|5.0|4.0|3.0|4.0|4.0|4.0|4.0|4.0|3.5|4.0|5.0|4.0|2.0|4.0|3.0|5.0|3.0|3.5|5.0|3.5|3.5|5.0|4.0|3.5,spoof|aviation
Caddyshack,1980,Comedy,3.83,4.0|5.0|4.0|2.0|3.0|4.0|4.0|5.0|4.5|5.0|4.0|4.5|4.0|4.0|2.0|3.5|5.0|3.5|3.0|5.0|5.0|4.0|5.0|3.0|3.5|5.0|3.0|3.5|5.0|2.0|3.5|5.0|4.0|4.0|4.5|5.0|1.0|5.0|2.0|5.0|4.0|4.0|4.0|4.0|3.0|4.0|4.0|4.0|3.0|2.0|3.0|3.0,golf
"Blues Brothers, The",1980,Action,3.81,5.0|4.5|3.5|4.0|5.0|3.0|1.5|5.0|3.0|5.0|3.0|3.0|4.0|4.5|4.0|3.0|4.5|4.0|5.0|3.0|3.5|4.0|4.5|4.0|4.0|3.0|4.5|4.5|5.0|4.0|4.0|5.0|5.0|4.0|4.0|3.5|3.5|3.5|4.0|5.0|2.5|1.0|3.5|5.0|5.0|3.0|3.0|3.5|3.0|5.0|4.0|3.5|5.0|4.0|5.0|5.0|3.0|4.0|3.0|4.0|3.0|5.0|3.0|3.0|3.0|5.0|4.0|4.0|3.0|4.0|4.0|1.0|4.0|3.5|2.0|4.0|4.0|4.0|4.0|3.5|2.5|3.0|4.5|4.0,saturday night live
"Competition, The",1980,Drama,3.75,3.5|4.0,N/A
Atlantic City,1980,Crime,3.69,5.0|3.0|4.0|4.0|3.0|3.5|3.0|4.0,N/A
Where the Buffalo Roam,1980,Comedy,3.67,3.5|5.0|2.5,N/A
Stardust Memories,1980,Comedy,3.6,1.0|4.5|5.0|3.5|4.0,N/A
Altered States,1980,Drama,3.57,5.0|4.0|2.5|4.5|3.0|2.0|4.0,N/A
"Party, The (Boum, La)",1980,Comedy,3.5,3.5,N/A
Coal Miner's Daughter,1980,Drama,3.5,2.5|4.0|4.0,loretta lynn
"Long Good Friday, The",1980,Drama,3.5,3.5,N/A
Return of the Secaucus 7,1980,Drama,3.5,3.5|3.5,in netflix queue
"Changeling, The",1980,Horror,3.33,2.5|4.0|3.5,N/A
Fame,1980,Drama,3.33,5.0|2.0|3.0|3.0|3.0|4.0|4.0|2.0|4.0,N/A
Saturn 3,1980,Adventure,3.25,5.0|3.0|2.0|3.0,N/A
Mon oncle d'Amérique,1980,Drama,3.25,2.5|4.0,N/A
Flash Gordon,1980,Action,3.19,2.5|4.0|2.0|5.0|2.0|3.0|2.0|5.0,N/A
Private Benjamin,1980,Comedy,3.12,3.0|3.0|3.0|4.0|3.0|3.0|3.0|2.0|3.0|2.5|4.0|4.0|3.0,military
Somewhere in Time,1980,Drama,3.07,3.0|4.0|2.0|2.0|3.0|2.5|5.0,N/A
Superman II,1980,Action,3.02,5.0|3.0|3.0|2.0|1.5|2.0|3.5|2.0|3.5|4.0|3.0|4.0|4.0|0.5|3.0|2.0|3.0|2.5|3.0|3.0|2.0|3.0|3.0|4.5|3.0|2.0|3.5|3.0|3.5|2.0|2.5|3.0|4.0|3.0|4.0|4.0|3.5|4.0|3.0|4.0|3.0|2.5|3.0|2.5|4.0|3.0|4.0|1.0|3.0,superhero
"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)",1980,Horror,3,3,N/A
Bronco Billy,1980,Adventure,3,3.0|3.0,N/A
Battle Beyond the Stars,1980,Sci-Fi,3,3,N/A
"Awakening, The",1980,Horror,3,3,N/A
"Boogeyman, The",1980,Horror,3,3,N/A
Can't Stop the Music,1980,Comedy,3,3,N/A
"Final Countdown, The",1980,Action,3,3,N/A
"Octagon, The",1980,Action,3,3,N/A
"Watcher in the Woods, The",1980,Children,3,3,N/A
Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan),1980,Action,3,3,N/A
"Howling, The",1980,Horror,2.9,3.0|2.0|4.0|3.5|2.0,N/A
Friday the 13th,1980,Horror,2.88,4.0|1.0|5.0|1.0|2.0|3.0|2.0|2.0|3.0|2.0|3.0|3.0|4.5|2.0|3.5|5.0,N/A
Herbie Goes Bananas,1980,Adventure,2.88,5.0|2.0|3.0|1.5,N/A
"City of Women, The (Città delle donne, La)",1980,Comedy,2.83,3.5|1.0|4.0,N/A
Motel Hell,1980,Comedy,2.75,3.5|2.0,N/A
Nine to Five (a.k.a. 9 to 5),1980,Comedy,2.73,2.0|3.5|5.0|3.0|2.0|3.0|2.0|3.0|2.0|3.0|1.5,N/A
American Gigolo,1980,Drama,2.69,1.0|2.0|2.5|3.0|4.0|2.0|4.0|3.0,N/A
Cannibal Holocaust,1980,Horror,2.67,3.5|2.5|2.0,N/A
"Fog, The",1980,Horror,2.5,2.0|4.0|2.0|1.0|3.5,N/A
Prom Night,1980,Horror,2.5,2.0|3.0,N/A
Popeye,1980,Adventure,2.5,3.0|1.0|4.0|3.0|1.0|3.0|2.0|4.0|1.0|2.0|3.0|3.0|2.5|2.5|3.0|2.0|1.5|3.5,N/A
Inferno,1980,Horror,2.5,1.5|3.5,N/A
Saturn 3,1980,Sci-Fi,2.5,2.5,N/A
"Blue Lagoon, The",1980,Adventure,2.46,3.5|3.0|2.0|2.0|3.0|2.0|1.0|4.0|1.0|2.0|2.0|4.0|3.0|2.0,N/A
Urban Cowboy,1980,Drama,2.33,2.0|3.0|2.0,N/A
Smokey and the Bandit II,1980,Action,2.13,4.0|2.0|1.0|1.5,N/A
"Fiendish Plot of Dr. Fu Manchu, The",1980,Comedy,2,2,N/A
Alligator,1980,Action,2,3.0|1.0|2.0,N/A
"Hollywood Knights, The",1980,Comedy,2,2,N/A
Any Which Way You Can,1980,Comedy,2,2.0|2.0,N/A
Little Darlings,1980,Drama,2,2,N/A
Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning),1980,Horror,2,2,N/A
Humanoids from the Deep,1980,Horror,1.5,1.5,N/A
"Oh, God! Book II",1980,Comedy,1.5,1.5,religion
"Legend of Sleepy Hollow, The",1980,Comedy,1.5,1.5,N/A
Flatfoot on the Nile (Piedone d'Egitto),1980,Action,1.5,1.5,N/A
Dressed to Kill,1980,Mystery,1,1,N/A
The Pumaman,1980,Action,0.5,0.5,N/A
Mephisto,1981,Drama,5,5,N/A
Continental Divide,1981,Comedy,5,5,N/A
"Four Seasons, The",1981,Comedy,5,5,N/A
Galaxy of Terror (Quest),1981,Action,5,5,N/A
"Mystery of the Third Planet, The (Tayna tretey planety)",1981,Adventure,5,5,N/A
Crippled Avengers (Can que) (Return of the 5 Deadly Venoms),1981,Action,5,5,N/A
A Plasticine Crow,1981,Animation,5,5,N/A
My Dinner with André,1981,Drama,4.75,4.5|5.0,N/A
Victory (a.k.a. Escape to Victory),1981,Action,4.75,5.0|4.5,N/A
Looker,1981,Drama,4.5,4.5,N/A
I'm Starting From Three (Ricomincio da Tre),1981,Comedy,4.5,4.5,N/A
Thief,1981,Crime,4.5,4.0|5.0,N/A
Hit the Bank (Vabank),1981,Comedy,4.5,4.5,N/A
Madly in Love,1981,Comedy,4.5,4.5,N/A
Gallipoli,1981,Drama,4.29,3.5|5.0|3.0|4.5|4.5|4.5|5.0,world war i
"Boot, Das (Boat, The)",1981,Action,4.21,5.0|3.5|5.0|4.0|4.0|4.5|3.0|4.5|4.5|4.0|3.0|5.0|4.0|4.0|5.0|4.0|5.0|4.0|4.5|4.0|4.0|3.0|3.0|5.0|4.5|5.0|4.5|4.0|5.0|4.0|3.5|5.0|5.0|3.5|5.0|3.0|4.5|4.0|3.5|5.0,submarine
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),1981,Action,4.21,5.0|3.0|5.0|5.0|4.0|3.5|4.5|4.0|5.0|4.0|4.5|5.0|5.0|2.5|4.5|5.0|4.0|5.0|4.0|4.0|3.5|3.5|5.0|4.5|5.0|3.0|5.0|4.5|4.5|5.0|4.5|4.5|4.0|5.0|5.0|5.0|3.5|4.0|3.5|5.0|4.0|5.0|5.0|4.0|4.5|4.0|4.0|3.0|3.5|0.5|4.0|3.0|5.0|5.0|4.5|4.0|5.0|3.5|4.0|4.0|3.5|5.0|3.0|2.0|4.0|4.0|4.0|5.0|5.0|5.0|3.0|4.5|4.0|4.0|4.0|5.0|5.0|4.0|4.5|5.0|3.5|4.0|3.5|4.0|4.0|4.5|4.0|4.0|4.0|4.0|5.0|5.0|5.0|5.0|5.0|4.0|4.0|4.0|5.0|5.0|4.0|4.0|2.0|4.5|4.0|5.0|5.0|3.0|4.0|1.0|4.0|4.0|5.0|2.5|5.0|3.5|3.5|5.0|4.0|4.5|4.0|5.0|4.0|4.0|3.0|4.0|5.0|4.0|4.0|5.0|4.0|5.0|4.0|5.0|5.0|4.0|5.0|5.0|4.5|5.0|4.5|5.0|1.0|5.0|4.0|2.5|4.0|4.5|5.0|5.0|5.0|3.5|4.0|4.0|5.0|4.0|4.0|5.0|4.0|4.0|3.5|3.5|4.0|4.0|5.0|4.0|4.0|4.0|5.0|5.0|4.0|5.0|3.5|5.0|4.0|5.0|5.0|4.0|4.0|4.5|4.0|3.5|4.0|5.0|2.5|4.0|4.0|5.0|4.0|4.5|5.0|5.0|3.5|5.0|3.5|4.0|4.0|4.0|3.5|5.0,treasure hunt|archaeology|steven spielberg|ark of the covenant|adventure|indiana jones
Dragonslayer,1981,Action,4.08,4.0|4.0|4.0|4.0|3.5|5.0,N/A
Chariots of Fire,1981,Drama,4.04,5.0|4.0|5.0|4.0|4.0|4.0|3.0|3.0|5.0|4.5|3.0|4.0|4.0,olympics|sports
"Road Warrior, The (Mad Max 2)",1981,Action,4.04,5.0|5.0|3.0|4.0|5.0|5.0|3.0|4.0|1.5|3.0|3.0|4.0|4.0|4.0|3.0|4.0|5.0|5.0|5.0|3.5|3.0|3.5|4.0|3.0|5.0|5.0|3.0|4.0|5.0|4.0|3.5|4.5|5.0|4.0|4.5|4.0|3.0|5.0|5.0|4.5,N/A
Body Heat,1981,Crime,4,4.0|4.0|3.0|5.0|4.0|3.0|4.0|4.0|5.0|4.0,N/A
"Eye for an Eye, An",1981,Action,4,4,N/A
Taps,1981,Drama,4,4,N/A
"Eyewitness (Janitor, The)",1981,Thriller,4,4,N/A
"Woman Next Door, The (Femme d'à côté, La)",1981,Drama,4,4,N/A
First Monday in October,1981,Comedy,4,4,N/A
"Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell)",1981,Comedy,4,4,N/A
"Hitch Hikers Guide to the Galaxy, The",1981,Adventure,4,3.5|4.5,N/A
"Way South, The (De weg naar het zuiden)",1981,Documentary,4,4,N/A
The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,1981,Crime,4,4,N/A
Le Maître d'école,1981,Comedy,4,4,N/A
Masked Avengers,1981,Action,4,4,N/A
"Professional, The (Le professionnel)",1981,Action,3.87,4.0|4.0|4.0|4.5|4.5|4.0|3.5|4.0|5.0|4.0|4.5|3.5|3.5|3.0|4.5|4.0|3.0|4.0|2.0,N/A
"Evil Dead, The",1981,Fantasy,3.82,3.0|3.0|4.0|4.5|4.0|4.0|3.5|5.0|4.0|5.0|3.5|3.0|4.5|2.0|2.5|4.5|5.0|3.5|4.0|3.0|3.5|5.0,zombies
Diva,1981,Action,3.8,3.0|4.0|4.0|4.0|4.0,N/A
Stripes,1981,Comedy,3.79,3.0|3.5|4.0|5.0|3.0|3.5|4.0|4.0|3.0|3.5|5.0|5.0|5.0|3.0|3.0|4.0|3.0|3.5|3.5|5.0|5.0|5.0|3.0|3.0|4.0|4.0|4.0|4.0|3.5|5.0|2.5|3.0|2.0|4.5,military
"Quest for Fire (Guerre du feu, La)",1981,Adventure,3.79,5.0|2.0|3.0|4.0|5.0|4.0|3.5,N/A
"Decline of Western Civilization, The",1981,Documentary,3.75,4.0|3.5,N/A
Time Bandits,1981,Adventure,3.73,5.0|3.0|4.0|4.0|4.0|5.0|4.0|4.5|4.0|3.5|4.0|3.0|0.5|3.0|5.0|2.5|4.0|3.5|4.0|4.0|3.0|4.0|3.0|5.0|3.0|4.0|2.0|3.5|4.0|4.0|5.0|5.0|4.0|2.5|3.5|4.0|4.0|3.0|5.0|2.0|5.0,time travel
On Golden Pond,1981,Drama,3.65,0.5|5.0|2.0|5.0|4.0|4.0|4.0|4.0|4.0|3.5|5.0|3.0|3.5,aging
Excalibur,1981,Adventure,3.64,5.0|4.5|4.0|5.0|2.5|3.5|3.0|3.0|5.0|3.5|3.0|4.0|3.5|2.0|5.0|2.5|5.0|4.0|3.0|3.0|1.5|5.0|4.0|3.5|3.0,england|king arthur
History of the World: Part I,1981,Comedy,3.63,4.0|5.0|3.0|3.5|4.5|4.5|3.5|3.0|5.0|3.0|3.0|2.0|4.0|3.0|4.0|3.0,N/A
Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo),1981,Drama,3.63,4.0|3.5|3.5|3.5,N/A
Blow Out,1981,Mystery,3.63,3.5|4.0|3.5|3.5,N/A
Clash of the Titans,1981,Action,3.61,4.0|2.5|5.0|3.0|3.0|4.0|5.0|2.5|3.5,N/A
"Fox and the Hound, The",1981,Animation,3.58,4.0|4.0|4.0|3.0|3.5|3.5|4.0|2.0|3.0|3.0|4.5|3.5|4.5|4.0|3.0|3.0|4.5|4.0|3.5|3.0,disney
For Your Eyes Only,1981,Action,3.55,4.5|5.0|4.0|4.5|4.0|4.0|3.0|3.0|4.0|4.0|3.5|3.0|4.5|4.0|3.0|3.0|4.0|2.5|4.0|2.0|1.0,N/A
Heavy Metal,1981,Action,3.55,3.0|4.0|4.0|5.0|4.0|3.0|4.5|3.0|3.0|5.0|3.0|4.0|3.0|4.0|4.0|5.0|3.0|2.5|3.0|3.0|4.0|1.0|3.0|4.0|3.0|4.0|4.0|4.0|4.0|3.5|1.0|5.0|3.5,N/A
"Postman Always Rings Twice, The",1981,Crime,3.5,3.0|4.5|3.0|3.0|4.0,N/A
American Pop,1981,Animation,3.5,3.0|4.0,N/A
Teddy Bear (Mis),1981,Comedy,3.5,3.5,N/A
Ragtime,1981,Drama,3.5,3.5,N/A
"Great Muppet Caper, The",1981,Children,3.45,2.0|5.0|4.0|3.0|3.0|4.0|3.0|4.0|4.0|3.0|3.0,N/A
